guest,hotel,priority
guest_2321,hotel_143,1
guest_2321,hotel_197,2
guest_2321,hotel_114,3
guest_2321,hotel_377,4
guest_2321,hotel_9,5
guest_2321,hotel_260,6
guest_2321,hotel_131,7
guest_2321,hotel_138,8
guest_2321,hotel_206,9
guest_2321,hotel_84,10
guest_2321,hotel_354,11
guest_2321,hotel_247,12
guest_2321,hotel_201,13
guest_2321,hotel_94,14
guest_2321,hotel_358,15
guest_2321,hotel_146,16
guest_2321,hotel_317,17
guest_2321,hotel_119,18
guest_2321,hotel_182,19
guest_2321,hotel_45,20
guest_2321,hotel_372,21
guest_2322,hotel_160,1
guest_2322,hotel_45,2
guest_2322,hotel_381,3
guest_2322,hotel_234,4
guest_2322,hotel_247,5
guest_2322,hotel_162,6
guest_2322,hotel_204,7
guest_2322,hotel_218,8
guest_2322,hotel_250,9
guest_2322,hotel_189,10
guest_2322,hotel_135,11
guest_2322,hotel_286,12
guest_2322,hotel_71,13
guest_2322,hotel_35,14
guest_2322,hotel_386,15
guest_2322,hotel_9,16
guest_2322,hotel_85,17
guest_2322,hotel_364,18
guest_2322,hotel_217,19
guest_2322,hotel_288,20
guest_2322,hotel_141,21
guest_2323,hotel_243,1
guest_2323,hotel_320,2
guest_2323,hotel_390,3
guest_2323,hotel_266,4
guest_2323,hotel_32,5
guest_2323,hotel_56,6
guest_2323,hotel_304,7
guest_2323,hotel_84,8
guest_2323,hotel_373,9
guest_2323,hotel_295,10
guest_2323,hotel_21,11
guest_2323,hotel_395,12
guest_2323,hotel_366,13
guest_2323,hotel_196,14
guest_2323,hotel_391,15
guest_2323,hotel_397,16
guest_2323,hotel_321,17
guest_2323,hotel_90,18
guest_2323,hotel_93,19
guest_2323,hotel_392,20
guest_2323,hotel_151,21
guest_2323,hotel_176,22
guest_2323,hotel_54,23
guest_2323,hotel_326,24
guest_2323,hotel_185,25
guest_2323,hotel_58,26
guest_2323,hotel_215,27
guest_2323,hotel_367,28
guest_2324,hotel_161,1
guest_2324,hotel_328,2
guest_2324,hotel_387,3
guest_2324,hotel_334,4
guest_2324,hotel_142,5
guest_2324,hotel_99,6
guest_2324,hotel_96,7
guest_2324,hotel_363,8
guest_2324,hotel_122,9
guest_2324,hotel_172,10
guest_2324,hotel_239,11
guest_2324,hotel_64,12
guest_2325,hotel_208,1
guest_2325,hotel_217,2
guest_2325,hotel_394,3
guest_2325,hotel_303,4
guest_2325,hotel_108,5
guest_2325,hotel_23,6
guest_2325,hotel_382,7
guest_2325,hotel_16,8
guest_2325,hotel_383,9
guest_2325,hotel_161,10
guest_2325,hotel_38,11
guest_2325,hotel_164,12
guest_2325,hotel_349,13
guest_2325,hotel_389,14
guest_2325,hotel_93,15
guest_2325,hotel_68,16
guest_2325,hotel_337,17
guest_2325,hotel_272,18
guest_2325,hotel_61,19
guest_2325,hotel_216,20
guest_2325,hotel_191,21
guest_2325,hotel_248,22
guest_2325,hotel_271,23
guest_2325,hotel_141,24
guest_2325,hotel_339,25
guest_2325,hotel_308,26
guest_2325,hotel_89,27
guest_2325,hotel_7,28
guest_2326,hotel_315,1
guest_2326,hotel_333,2
guest_2326,hotel_247,3
guest_2326,hotel_131,4
guest_2326,hotel_199,5
guest_2326,hotel_227,6
guest_2326,hotel_320,7
guest_2326,hotel_367,8
guest_2326,hotel_344,9
guest_2326,hotel_62,10
guest_2326,hotel_185,11
guest_2326,hotel_94,12
guest_2326,hotel_140,13
guest_2326,hotel_95,14
guest_2326,hotel_78,15
guest_2327,hotel_121,1
guest_2327,hotel_74,2
guest_2327,hotel_303,3
guest_2327,hotel_99,4
guest_2327,hotel_72,5
guest_2327,hotel_67,6
guest_2327,hotel_211,7
guest_2327,hotel_96,8
guest_2327,hotel_22,9
guest_2327,hotel_4,10
guest_2327,hotel_128,11
guest_2327,hotel_161,12
guest_2327,hotel_48,13
guest_2327,hotel_392,14
guest_2327,hotel_258,15
guest_2327,hotel_159,16
guest_2327,hotel_76,17
guest_2327,hotel_259,18
guest_2327,hotel_170,19
guest_2328,hotel_92,1
guest_2328,hotel_2,2
guest_2328,hotel_116,3
guest_2328,hotel_268,4
guest_2328,hotel_95,5
guest_2328,hotel_17,6
guest_2328,hotel_327,7
guest_2328,hotel_360,8
guest_2328,hotel_168,9
guest_2328,hotel_278,10
guest_2328,hotel_146,11
guest_2328,hotel_392,12
guest_2328,hotel_67,13
guest_2328,hotel_220,14
guest_2328,hotel_210,15
guest_2328,hotel_338,16
guest_2328,hotel_393,17
guest_2328,hotel_295,18
guest_2328,hotel_38,19
guest_2328,hotel_315,20
guest_2328,hotel_184,21
guest_2328,hotel_294,22
guest_2328,hotel_45,23
guest_2328,hotel_189,24
guest_2328,hotel_50,25
guest_2329,hotel_47,1
guest_2329,hotel_104,2
guest_2329,hotel_246,3
guest_2329,hotel_397,4
guest_2329,hotel_289,5
guest_2329,hotel_4,6
guest_2329,hotel_322,7
guest_2329,hotel_298,8
guest_2329,hotel_138,9
guest_2329,hotel_105,10
guest_2329,hotel_214,11
guest_2329,hotel_94,12
guest_2329,hotel_119,13
guest_2329,hotel_318,14
guest_2329,hotel_329,15
guest_2329,hotel_378,16
guest_2329,hotel_101,17
guest_2329,hotel_396,18
guest_2329,hotel_243,19
guest_2329,hotel_188,20
guest_2329,hotel_349,21
guest_2329,hotel_280,22
guest_2329,hotel_186,23
guest_2329,hotel_28,24
guest_2329,hotel_266,25
guest_2329,hotel_275,26
guest_2329,hotel_191,27
guest_2329,hotel_324,28
guest_2329,hotel_41,29
guest_2329,hotel_114,30
guest_2329,hotel_356,31
guest_2329,hotel_258,32
guest_2329,hotel_312,33
guest_2329,hotel_7,34
guest_2329,hotel_334,35
guest_2329,hotel_68,36
guest_2329,hotel_310,37
guest_2329,hotel_34,38
guest_2329,hotel_176,39
guest_2329,hotel_92,40
guest_2329,hotel_293,41
guest_2329,hotel_198,42
guest_2329,hotel_74,43
guest_2329,hotel_19,44
guest_2329,hotel_313,45
guest_233,hotel_194,1
guest_233,hotel_171,2
guest_233,hotel_94,3
guest_233,hotel_216,4
guest_233,hotel_126,5
guest_233,hotel_306,6
guest_233,hotel_196,7
guest_233,hotel_274,8
guest_233,hotel_145,9
guest_233,hotel_245,10
guest_233,hotel_152,11
guest_233,hotel_360,12
guest_233,hotel_184,13
guest_233,hotel_304,14
guest_233,hotel_85,15
guest_233,hotel_230,16
guest_233,hotel_71,17
guest_233,hotel_69,18
guest_233,hotel_148,19
guest_233,hotel_278,20
guest_233,hotel_298,21
guest_2330,hotel_282,1
guest_2330,hotel_233,2
guest_2330,hotel_208,3
guest_2330,hotel_399,4
guest_2330,hotel_343,5
guest_2330,hotel_315,6
guest_2330,hotel_311,7
guest_2330,hotel_207,8
guest_2330,hotel_90,9
guest_2330,hotel_44,10
guest_2330,hotel_89,11
guest_2330,hotel_273,12
guest_2330,hotel_68,13
guest_2330,hotel_382,14
guest_2330,hotel_368,15
guest_2330,hotel_397,16
guest_2330,hotel_183,17
guest_2331,hotel_316,1
guest_2331,hotel_256,2
guest_2332,hotel_119,1
guest_2332,hotel_345,2
guest_2332,hotel_138,3
guest_2332,hotel_204,4
guest_2332,hotel_14,5
guest_2332,hotel_323,6
guest_2332,hotel_169,7
guest_2332,hotel_126,8
guest_2332,hotel_279,9
guest_2332,hotel_179,10
guest_2332,hotel_17,11
guest_2332,hotel_121,12
guest_2333,hotel_390,1
guest_2333,hotel_320,2
guest_2333,hotel_301,3
guest_2333,hotel_222,4
guest_2333,hotel_368,5
guest_2333,hotel_397,6
guest_2333,hotel_271,7
guest_2333,hotel_261,8
guest_2333,hotel_302,9
guest_2333,hotel_19,10
guest_2333,hotel_334,11
guest_2333,hotel_183,12
guest_2333,hotel_274,13
guest_2333,hotel_146,14
guest_2333,hotel_172,15
guest_2333,hotel_364,16
guest_2333,hotel_234,17
guest_2333,hotel_243,18
guest_2333,hotel_3,19
guest_2333,hotel_28,20
guest_2333,hotel_174,21
guest_2333,hotel_130,22
guest_2334,hotel_379,1
guest_2334,hotel_281,2
guest_2334,hotel_178,3
guest_2334,hotel_145,4
guest_2334,hotel_124,5
guest_2334,hotel_128,6
guest_2334,hotel_245,7
guest_2334,hotel_320,8
guest_2334,hotel_326,9
guest_2334,hotel_48,10
guest_2334,hotel_251,11
guest_2334,hotel_286,12
guest_2334,hotel_248,13
guest_2334,hotel_400,14
guest_2334,hotel_148,15
guest_2334,hotel_161,16
guest_2334,hotel_285,17
guest_2334,hotel_277,18
guest_2334,hotel_314,19
guest_2334,hotel_340,20
guest_2334,hotel_398,21
guest_2334,hotel_169,22
guest_2334,hotel_189,23
guest_2334,hotel_19,24
guest_2334,hotel_150,25
guest_2334,hotel_284,26
guest_2334,hotel_299,27
guest_2334,hotel_6,28
guest_2334,hotel_246,29
guest_2334,hotel_365,30
guest_2334,hotel_12,31
guest_2334,hotel_111,32
guest_2334,hotel_363,33
guest_2334,hotel_325,34
guest_2334,hotel_213,35
guest_2334,hotel_95,36
guest_2334,hotel_62,37
guest_2334,hotel_208,38
guest_2334,hotel_311,39
guest_2334,hotel_155,40
guest_2334,hotel_259,41
guest_2334,hotel_334,42
guest_2334,hotel_157,43
guest_2334,hotel_232,44
guest_2335,hotel_314,1
guest_2335,hotel_40,2
guest_2335,hotel_283,3
guest_2335,hotel_261,4
guest_2335,hotel_183,5
guest_2335,hotel_159,6
guest_2335,hotel_255,7
guest_2335,hotel_210,8
guest_2335,hotel_153,9
guest_2335,hotel_194,10
guest_2335,hotel_305,11
guest_2335,hotel_211,12
guest_2335,hotel_69,13
guest_2335,hotel_249,14
guest_2335,hotel_92,15
guest_2335,hotel_147,16
guest_2335,hotel_376,17
guest_2335,hotel_30,18
guest_2335,hotel_141,19
guest_2335,hotel_195,20
guest_2335,hotel_270,21
guest_2335,hotel_375,22
guest_2335,hotel_111,23
guest_2335,hotel_330,24
guest_2335,hotel_151,25
guest_2335,hotel_137,26
guest_2335,hotel_28,27
guest_2335,hotel_394,28
guest_2335,hotel_221,29
guest_2336,hotel_166,1
guest_2336,hotel_66,2
guest_2336,hotel_60,3
guest_2336,hotel_30,4
guest_2336,hotel_146,5
guest_2336,hotel_123,6
guest_2336,hotel_347,7
guest_2336,hotel_289,8
guest_2336,hotel_379,9
guest_2336,hotel_63,10
guest_2336,hotel_168,11
guest_2336,hotel_172,12
guest_2336,hotel_167,13
guest_2336,hotel_220,14
guest_2336,hotel_42,15
guest_2336,hotel_362,16
guest_2336,hotel_140,17
guest_2336,hotel_369,18
guest_2336,hotel_126,19
guest_2336,hotel_365,20
guest_2336,hotel_243,21
guest_2336,hotel_28,22
guest_2336,hotel_241,23
guest_2336,hotel_252,24
guest_2336,hotel_217,25
guest_2336,hotel_114,26
guest_2336,hotel_38,27
guest_2336,hotel_148,28
guest_2336,hotel_216,29
guest_2336,hotel_196,30
guest_2336,hotel_343,31
guest_2336,hotel_277,32
guest_2336,hotel_248,33
guest_2336,hotel_376,34
guest_2336,hotel_246,35
guest_2337,hotel_106,1
guest_2337,hotel_18,2
guest_2337,hotel_323,3
guest_2337,hotel_144,4
guest_2337,hotel_115,5
guest_2337,hotel_213,6
guest_2337,hotel_352,7
guest_2337,hotel_358,8
guest_2337,hotel_77,9
guest_2337,hotel_9,10
guest_2337,hotel_294,11
guest_2337,hotel_47,12
guest_2337,hotel_141,13
guest_2337,hotel_35,14
guest_2337,hotel_71,15
guest_2337,hotel_395,16
guest_2337,hotel_12,17
guest_2337,hotel_5,18
guest_2337,hotel_377,19
guest_2337,hotel_45,20
guest_2337,hotel_227,21
guest_2337,hotel_10,22
guest_2337,hotel_70,23
guest_2337,hotel_202,24
guest_2337,hotel_192,25
guest_2337,hotel_22,26
guest_2337,hotel_61,27
guest_2337,hotel_81,28
guest_2337,hotel_263,29
guest_2337,hotel_145,30
guest_2337,hotel_353,31
guest_2337,hotel_333,32
guest_2337,hotel_303,33
guest_2337,hotel_282,34
guest_2337,hotel_174,35
guest_2337,hotel_398,36
guest_2337,hotel_93,37
guest_2337,hotel_132,38
guest_2337,hotel_84,39
guest_2337,hotel_63,40
guest_2337,hotel_56,41
guest_2337,hotel_332,42
guest_2337,hotel_313,43
guest_2337,hotel_142,44
guest_2337,hotel_338,45
guest_2337,hotel_339,46
guest_2338,hotel_381,1
guest_2338,hotel_117,2
guest_2338,hotel_1,3
guest_2338,hotel_191,4
guest_2338,hotel_105,5
guest_2338,hotel_155,6
guest_2338,hotel_294,7
guest_2338,hotel_80,8
guest_2338,hotel_370,9
guest_2338,hotel_128,10
guest_2338,hotel_77,11
guest_2338,hotel_168,12
guest_2338,hotel_190,13
guest_2338,hotel_181,14
guest_2338,hotel_92,15
guest_2338,hotel_342,16
guest_2338,hotel_272,17
guest_2338,hotel_387,18
guest_2338,hotel_274,19
guest_2338,hotel_363,20
guest_2338,hotel_199,21
guest_2338,hotel_311,22
guest_2338,hotel_98,23
guest_2338,hotel_47,24
guest_2338,hotel_318,25
guest_2338,hotel_383,26
guest_2338,hotel_89,27
guest_2338,hotel_149,28
guest_2338,hotel_306,29
guest_2338,hotel_205,30
guest_2338,hotel_29,31
guest_2338,hotel_384,32
guest_2338,hotel_194,33
guest_2338,hotel_78,34
guest_2338,hotel_179,35
guest_2338,hotel_104,36
guest_2338,hotel_95,37
guest_2338,hotel_153,38
guest_2338,hotel_377,39
guest_2338,hotel_243,40
guest_2338,hotel_6,41
guest_2339,hotel_153,1
guest_2339,hotel_233,2
guest_2339,hotel_378,3
guest_2339,hotel_395,4
guest_2339,hotel_78,5
guest_2339,hotel_393,6
guest_2339,hotel_398,7
guest_2339,hotel_83,8
guest_2339,hotel_318,9
guest_2339,hotel_106,10
guest_2339,hotel_210,11
guest_2339,hotel_138,12
guest_2339,hotel_209,13
guest_2339,hotel_5,14
guest_2339,hotel_328,15
guest_2339,hotel_235,16
guest_2339,hotel_115,17
guest_2339,hotel_308,18
guest_2339,hotel_101,19
guest_2339,hotel_150,20
guest_2339,hotel_191,21
guest_2339,hotel_33,22
guest_2339,hotel_392,23
guest_2339,hotel_19,24
guest_2339,hotel_34,25
guest_2339,hotel_238,26
guest_2339,hotel_211,27
guest_2339,hotel_259,28
guest_2339,hotel_387,29
guest_2339,hotel_94,30
guest_2339,hotel_175,31
guest_2339,hotel_355,32
guest_2339,hotel_45,33
guest_2339,hotel_168,34
guest_2339,hotel_290,35
guest_2339,hotel_163,36
guest_2339,hotel_6,37
guest_2339,hotel_167,38
guest_2339,hotel_207,39
guest_234,hotel_38,1
guest_234,hotel_179,2
guest_234,hotel_100,3
guest_234,hotel_3,4
guest_234,hotel_193,5
guest_234,hotel_244,6
guest_234,hotel_204,7
guest_234,hotel_208,8
guest_234,hotel_326,9
guest_234,hotel_145,10
guest_234,hotel_79,11
guest_234,hotel_264,12
guest_234,hotel_70,13
guest_234,hotel_354,14
guest_234,hotel_43,15
guest_234,hotel_300,16
guest_234,hotel_251,17
guest_234,hotel_219,18
guest_234,hotel_188,19
guest_234,hotel_334,20
guest_234,hotel_146,21
guest_234,hotel_6,22
guest_234,hotel_134,23
guest_234,hotel_82,24
guest_234,hotel_234,25
guest_234,hotel_136,26
guest_234,hotel_35,27
guest_234,hotel_278,28
guest_234,hotel_349,29
guest_234,hotel_162,30
guest_234,hotel_169,31
guest_234,hotel_77,32
guest_234,hotel_197,33
guest_234,hotel_226,34
guest_234,hotel_220,35
guest_234,hotel_7,36
guest_2340,hotel_375,1
guest_2340,hotel_144,2
guest_2340,hotel_360,3
guest_2340,hotel_157,4
guest_2340,hotel_371,5
guest_2340,hotel_19,6
guest_2340,hotel_167,7
guest_2340,hotel_47,8
guest_2340,hotel_123,9
guest_2340,hotel_95,10
guest_2340,hotel_50,11
guest_2340,hotel_368,12
guest_2340,hotel_338,13
guest_2340,hotel_68,14
guest_2340,hotel_173,15
guest_2340,hotel_264,16
guest_2340,hotel_90,17
guest_2340,hotel_127,18
guest_2340,hotel_159,19
guest_2340,hotel_352,20
guest_2340,hotel_244,21
guest_2340,hotel_122,22
guest_2340,hotel_304,23
guest_2340,hotel_286,24
guest_2340,hotel_396,25
guest_2340,hotel_198,26
guest_2340,hotel_248,27
guest_2340,hotel_81,28
guest_2340,hotel_367,29
guest_2340,hotel_62,30
guest_2340,hotel_322,31
guest_2340,hotel_97,32
guest_2340,hotel_170,33
guest_2340,hotel_399,34
guest_2341,hotel_377,1
guest_2341,hotel_141,2
guest_2341,hotel_158,3
guest_2341,hotel_29,4
guest_2341,hotel_80,5
guest_2341,hotel_62,6
guest_2341,hotel_379,7
guest_2341,hotel_284,8
guest_2341,hotel_262,9
guest_2341,hotel_285,10
guest_2341,hotel_30,11
guest_2341,hotel_208,12
guest_2341,hotel_115,13
guest_2342,hotel_254,1
guest_2342,hotel_200,2
guest_2342,hotel_86,3
guest_2342,hotel_158,4
guest_2342,hotel_76,5
guest_2342,hotel_60,6
guest_2342,hotel_14,7
guest_2342,hotel_390,8
guest_2342,hotel_160,9
guest_2342,hotel_243,10
guest_2342,hotel_28,11
guest_2342,hotel_215,12
guest_2342,hotel_85,13
guest_2342,hotel_387,14
guest_2342,hotel_53,15
guest_2342,hotel_148,16
guest_2343,hotel_322,1
guest_2343,hotel_147,2
guest_2343,hotel_258,3
guest_2343,hotel_139,4
guest_2343,hotel_377,5
guest_2343,hotel_248,6
guest_2343,hotel_79,7
guest_2343,hotel_386,8
guest_2343,hotel_242,9
guest_2343,hotel_337,10
guest_2343,hotel_157,11
guest_2343,hotel_10,12
guest_2343,hotel_356,13
guest_2343,hotel_128,14
guest_2343,hotel_151,15
guest_2343,hotel_121,16
guest_2343,hotel_72,17
guest_2343,hotel_52,18
guest_2343,hotel_373,19
guest_2343,hotel_236,20
guest_2343,hotel_154,21
guest_2343,hotel_12,22
guest_2343,hotel_368,23
guest_2343,hotel_257,24
guest_2343,hotel_379,25
guest_2343,hotel_286,26
guest_2343,hotel_98,27
guest_2343,hotel_210,28
guest_2343,hotel_1,29
guest_2343,hotel_92,30
guest_2343,hotel_6,31
guest_2343,hotel_100,32
guest_2343,hotel_399,33
guest_2343,hotel_51,34
guest_2343,hotel_207,35
guest_2343,hotel_39,36
guest_2343,hotel_40,37
guest_2343,hotel_336,38
guest_2343,hotel_294,39
guest_2343,hotel_264,40
guest_2344,hotel_221,1
guest_2344,hotel_400,2
guest_2344,hotel_253,3
guest_2344,hotel_167,4
guest_2344,hotel_314,5
guest_2344,hotel_160,6
guest_2344,hotel_8,7
guest_2344,hotel_382,8
guest_2344,hotel_277,9
guest_2344,hotel_376,10
guest_2344,hotel_142,11
guest_2344,hotel_152,12
guest_2344,hotel_70,13
guest_2344,hotel_139,14
guest_2344,hotel_66,15
guest_2344,hotel_231,16
guest_2344,hotel_273,17
guest_2344,hotel_134,18
guest_2344,hotel_396,19
guest_2344,hotel_89,20
guest_2344,hotel_249,21
guest_2344,hotel_343,22
guest_2344,hotel_26,23
guest_2344,hotel_285,24
guest_2345,hotel_221,1
guest_2345,hotel_303,2
guest_2345,hotel_234,3
guest_2345,hotel_309,4
guest_2345,hotel_237,5
guest_2346,hotel_353,1
guest_2346,hotel_351,2
guest_2346,hotel_98,3
guest_2346,hotel_145,4
guest_2346,hotel_381,5
guest_2346,hotel_108,6
guest_2346,hotel_92,7
guest_2346,hotel_307,8
guest_2346,hotel_313,9
guest_2346,hotel_293,10
guest_2346,hotel_10,11
guest_2346,hotel_367,12
guest_2346,hotel_70,13
guest_2346,hotel_314,14
guest_2346,hotel_143,15
guest_2347,hotel_67,1
guest_2347,hotel_96,2
guest_2347,hotel_257,3
guest_2347,hotel_146,4
guest_2347,hotel_323,5
guest_2347,hotel_224,6
guest_2347,hotel_45,7
guest_2347,hotel_159,8
guest_2347,hotel_81,9
guest_2347,hotel_126,10
guest_2347,hotel_292,11
guest_2347,hotel_35,12
guest_2347,hotel_330,13
guest_2347,hotel_359,14
guest_2347,hotel_374,15
guest_2347,hotel_280,16
guest_2347,hotel_125,17
guest_2347,hotel_260,18
guest_2347,hotel_128,19
guest_2347,hotel_254,20
guest_2347,hotel_90,21
guest_2347,hotel_328,22
guest_2347,hotel_202,23
guest_2347,hotel_193,24
guest_2347,hotel_221,25
guest_2347,hotel_336,26
guest_2348,hotel_96,1
guest_2348,hotel_296,2
guest_2348,hotel_241,3
guest_2348,hotel_53,4
guest_2348,hotel_224,5
guest_2348,hotel_26,6
guest_2348,hotel_18,7
guest_2348,hotel_255,8
guest_2348,hotel_285,9
guest_2348,hotel_60,10
guest_2348,hotel_81,11
guest_2348,hotel_283,12
guest_2348,hotel_23,13
guest_2348,hotel_2,14
guest_2348,hotel_299,15
guest_2349,hotel_220,1
guest_2349,hotel_251,2
guest_2349,hotel_240,3
guest_2349,hotel_292,4
guest_2349,hotel_198,5
guest_2349,hotel_340,6
guest_2349,hotel_38,7
guest_2349,hotel_383,8
guest_2349,hotel_161,9
guest_2349,hotel_69,10
guest_2349,hotel_142,11
guest_2349,hotel_204,12
guest_2349,hotel_332,13
guest_2349,hotel_212,14
guest_2349,hotel_130,15
guest_2349,hotel_152,16
guest_2349,hotel_136,17
guest_2349,hotel_356,18
guest_2349,hotel_52,19
guest_2349,hotel_268,20
guest_2349,hotel_276,21
guest_2349,hotel_300,22
guest_2349,hotel_206,23
guest_2349,hotel_155,24
guest_2349,hotel_348,25
guest_2349,hotel_81,26
guest_2349,hotel_114,27
guest_2349,hotel_178,28
guest_2349,hotel_378,29
guest_2349,hotel_354,30
guest_2349,hotel_139,31
guest_2349,hotel_207,32
guest_2349,hotel_30,33
guest_2349,hotel_290,34
guest_2349,hotel_391,35
guest_2349,hotel_92,36
guest_2349,hotel_215,37
guest_235,hotel_382,1
guest_235,hotel_109,2
guest_235,hotel_118,3
guest_235,hotel_385,4
guest_235,hotel_161,5
guest_235,hotel_272,6
guest_235,hotel_91,7
guest_235,hotel_261,8
guest_235,hotel_203,9
guest_235,hotel_305,10
guest_235,hotel_130,11
guest_235,hotel_209,12
guest_235,hotel_295,13
guest_235,hotel_220,14
guest_235,hotel_179,15
guest_235,hotel_229,16
guest_235,hotel_190,17
guest_235,hotel_177,18
guest_235,hotel_104,19
guest_235,hotel_266,20
guest_235,hotel_52,21
guest_235,hotel_66,22
guest_235,hotel_364,23
guest_235,hotel_152,24
guest_235,hotel_95,25
guest_235,hotel_128,26
guest_235,hotel_289,27
guest_2350,hotel_388,1
guest_2350,hotel_221,2
guest_2350,hotel_25,3
guest_2350,hotel_339,4
guest_2350,hotel_218,5
guest_2350,hotel_147,6
guest_2350,hotel_325,7
guest_2350,hotel_190,8
guest_2350,hotel_91,9
guest_2350,hotel_188,10
guest_2350,hotel_259,11
guest_2350,hotel_95,12
guest_2350,hotel_2,13
guest_2350,hotel_101,14
guest_2350,hotel_207,15
guest_2350,hotel_310,16
guest_2350,hotel_240,17
guest_2350,hotel_195,18
guest_2350,hotel_177,19
guest_2350,hotel_97,20
guest_2351,hotel_27,1
guest_2351,hotel_93,2
guest_2351,hotel_325,3
guest_2351,hotel_22,4
guest_2351,hotel_155,5
guest_2351,hotel_385,6
guest_2351,hotel_285,7
guest_2351,hotel_151,8
guest_2351,hotel_295,9
guest_2351,hotel_313,10
guest_2351,hotel_299,11
guest_2351,hotel_116,12
guest_2351,hotel_112,13
guest_2351,hotel_96,14
guest_2351,hotel_399,15
guest_2351,hotel_167,16
guest_2351,hotel_396,17
guest_2351,hotel_156,18
guest_2351,hotel_60,19
guest_2351,hotel_283,20
guest_2351,hotel_297,21
guest_2351,hotel_74,22
guest_2351,hotel_21,23
guest_2351,hotel_358,24
guest_2351,hotel_307,25
guest_2351,hotel_291,26
guest_2351,hotel_305,27
guest_2351,hotel_6,28
guest_2351,hotel_132,29
guest_2351,hotel_25,30
guest_2351,hotel_127,31
guest_2351,hotel_178,32
guest_2351,hotel_193,33
guest_2351,hotel_148,34
guest_2351,hotel_368,35
guest_2351,hotel_219,36
guest_2351,hotel_138,37
guest_2351,hotel_158,38
guest_2351,hotel_266,39
guest_2351,hotel_322,40
guest_2351,hotel_352,41
guest_2351,hotel_263,42
guest_2352,hotel_338,1
guest_2352,hotel_190,2
guest_2352,hotel_44,3
guest_2352,hotel_354,4
guest_2352,hotel_385,5
guest_2352,hotel_283,6
guest_2353,hotel_218,1
guest_2353,hotel_9,2
guest_2353,hotel_124,3
guest_2353,hotel_348,4
guest_2353,hotel_254,5
guest_2353,hotel_356,6
guest_2353,hotel_48,7
guest_2353,hotel_216,8
guest_2353,hotel_320,9
guest_2353,hotel_237,10
guest_2353,hotel_391,11
guest_2353,hotel_259,12
guest_2353,hotel_175,13
guest_2353,hotel_358,14
guest_2353,hotel_370,15
guest_2353,hotel_72,16
guest_2353,hotel_7,17
guest_2353,hotel_103,18
guest_2353,hotel_248,19
guest_2353,hotel_400,20
guest_2353,hotel_154,21
guest_2353,hotel_205,22
guest_2353,hotel_280,23
guest_2353,hotel_272,24
guest_2353,hotel_102,25
guest_2353,hotel_21,26
guest_2353,hotel_22,27
guest_2353,hotel_178,28
guest_2353,hotel_382,29
guest_2353,hotel_96,30
guest_2353,hotel_165,31
guest_2354,hotel_346,1
guest_2354,hotel_397,2
guest_2354,hotel_5,3
guest_2354,hotel_3,4
guest_2354,hotel_25,5
guest_2354,hotel_205,6
guest_2354,hotel_244,7
guest_2354,hotel_204,8
guest_2354,hotel_14,9
guest_2354,hotel_85,10
guest_2354,hotel_2,11
guest_2354,hotel_386,12
guest_2354,hotel_250,13
guest_2354,hotel_359,14
guest_2354,hotel_369,15
guest_2354,hotel_67,16
guest_2354,hotel_62,17
guest_2354,hotel_120,18
guest_2354,hotel_349,19
guest_2354,hotel_90,20
guest_2354,hotel_266,21
guest_2354,hotel_58,22
guest_2354,hotel_326,23
guest_2354,hotel_65,24
guest_2355,hotel_75,1
guest_2355,hotel_181,2
guest_2355,hotel_16,3
guest_2355,hotel_391,4
guest_2355,hotel_395,5
guest_2355,hotel_330,6
guest_2355,hotel_11,7
guest_2355,hotel_97,8
guest_2355,hotel_118,9
guest_2355,hotel_193,10
guest_2355,hotel_383,11
guest_2355,hotel_372,12
guest_2355,hotel_129,13
guest_2355,hotel_109,14
guest_2355,hotel_160,15
guest_2355,hotel_374,16
guest_2355,hotel_135,17
guest_2355,hotel_126,18
guest_2355,hotel_341,19
guest_2355,hotel_204,20
guest_2356,hotel_361,1
guest_2356,hotel_319,2
guest_2356,hotel_66,3
guest_2356,hotel_116,4
guest_2356,hotel_205,5
guest_2356,hotel_313,6
guest_2356,hotel_270,7
guest_2356,hotel_272,8
guest_2356,hotel_22,9
guest_2356,hotel_240,10
guest_2356,hotel_134,11
guest_2356,hotel_137,12
guest_2356,hotel_186,13
guest_2356,hotel_52,14
guest_2356,hotel_354,15
guest_2356,hotel_156,16
guest_2356,hotel_375,17
guest_2356,hotel_126,18
guest_2356,hotel_19,19
guest_2356,hotel_132,20
guest_2356,hotel_245,21
guest_2356,hotel_212,22
guest_2356,hotel_288,23
guest_2356,hotel_140,24
guest_2356,hotel_341,25
guest_2356,hotel_68,26
guest_2356,hotel_141,27
guest_2356,hotel_242,28
guest_2356,hotel_247,29
guest_2357,hotel_69,1
guest_2357,hotel_347,2
guest_2357,hotel_88,3
guest_2357,hotel_327,4
guest_2357,hotel_304,5
guest_2357,hotel_180,6
guest_2357,hotel_106,7
guest_2357,hotel_24,8
guest_2357,hotel_149,9
guest_2357,hotel_96,10
guest_2357,hotel_281,11
guest_2357,hotel_188,12
guest_2357,hotel_125,13
guest_2357,hotel_359,14
guest_2357,hotel_315,15
guest_2357,hotel_293,16
guest_2358,hotel_294,1
guest_2358,hotel_56,2
guest_2358,hotel_271,3
guest_2358,hotel_209,4
guest_2358,hotel_22,5
guest_2358,hotel_112,6
guest_2358,hotel_313,7
